gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,tenure_group,services_count,has_internet,avg_charge_per_month
Female,0,Yes,No,21,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),61.71,1295.91,mid,4,1,61.71
Male,0,No,Yes,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),103.42,0.0,new,2,1,0.0
Male,0,No,No,9,Yes,Yes,No,No,No,No internet service,No internet service,Yes,No,Two year,No,Electronic check,65.57,590.13,new,1,0,65.57
Female,0,Yes,No,27,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,68.73,1855.71,mid,6,1,68.73
Female,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.15,865.35,new,3,1,96.15
Female,0,No,No,47,Yes,Yes,No,No,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,68.65,3226.55,loyal,1,0,68.65
Male,1,No,No,1,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,44.56,44.56,new,4,1,44.56
Female,0,Yes,No,72,Yes,Yes,DSL,No,No internet service,No,No,No,Yes,Two year,No,Bank transfer (automatic),104.75,7542.0,loyal,1,1,104.75
Male,0,Yes,No,11,No,No phone service,DSL,No,No internet service,No,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),102.93,1132.23,new,2,1,102.93
Male,0,No,No,24,Yes,No,No,No,No internet service,Yes,No,Yes,No internet service,Two year,Yes,Electronic check,92.55,2221.2,mid,2,0,92.55
Male,0,Yes,No,36,Yes,No,No,No internet service,No internet service,No,No internet service,No,No,One year,Yes,Electronic check,49.49,1781.64,mid,0,0,49.49
Female,1,No,Yes,46,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),44.15,2030.9,loyal,4,1,44.15
Male,0,Yes,No,8,Yes,No,No,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.64,765.12,new,2,0,95.64
Male,0,Yes,Yes,42,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),37.45,1572.9,loyal,3,1,37.45
Female,0,Yes,No,18,Yes,No phone service,Fiber optic,No internet service,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),45.24,814.32,mid,2,1,45.24
Female,0,No,Yes,24,Yes,No,No,Yes,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Mailed check,63.22,1517.28,mid,3,0,63.22
Female,0,Yes,No,35,Yes,No,DSL,Yes,No,No,No internet service,Yes,No internet service,Two year,Yes,Credit card (automatic),66.79,2337.65,mid,2,1,66.79
Female,0,No,No,68,Yes,Yes,DSL,No,No internet service,No internet service,Yes,Yes,Yes,One year,No,Electronic check,63.64,4327.52,loyal,3,1,63.64000000000001
Female,0,No,No,2,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,71.11,142.22,new,2,1,71.11
Male,0,Yes,No,29,Yes,No,No,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),49.25,1428.25,mid,3,0,49.25
Female,0,No,No,50,Yes,Yes,No,No internet service,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),98.93,4946.5,loyal,2,0,98.93
Female,0,No,No,65,No,No phone service,No,No,No,No,No internet service,No,No,Two year,No,Mailed check,80.46,5229.9,loyal,0,0,80.46
Female,0,No,Yes,35,No,No,No,No internet service,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Mailed check,63.99,2239.65,mid,2,0,63.99
Male,0,Yes,No,32,Yes,No,DSL,No internet service,No internet service,Yes,No,Yes,Yes,One year,No,Electronic check,68.34,2186.88,mid,3,1,68.34
Female,0,No,Yes,46,Yes,Yes,DSL,No,No,No internet service,Yes,No,No,One year,Yes,Bank transfer (automatic),114.45,5264.7,loyal,1,1,114.45
Male,1,No,No,62,Yes,Yes,No,No internet service,No internet service,Yes,No,No internet service,No,One year,No,Electronic check,70.56,4374.72,loyal,1,0,70.56
Female,0,Yes,No,10,Yes,Yes,No,No,No,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),118.23,1182.3,new,0,0,118.22999999999999
Female,1,No,No,6,Yes,No,No,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,34.58,207.48,new,2,0,34.58
Male,0,No,No,16,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,Yes,One year,No,Electronic check,110.6,1769.6,mid,1,1,110.6
Female,0,Yes,No,44,Yes,No,No,No,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),114.46,5036.24,loyal,2,0,114.46
Male,1,No,No,19,No,No,DSL,Yes,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,19.69,374.11,mid,3,1,19.69
Female,0,No,No,15,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,63.72,955.8,mid,2,1,63.72
Male,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,113.59,1135.9,new,2,1,113.59
Male,0,Yes,No,33,Yes,No,DSL,Yes,No internet service,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),67.49,2227.17,mid,1,1,67.49000000000001
Male,0,Yes,Yes,72,Yes,No,DSL,No,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,93.14,6706.08,loyal,3,1,93.14
Male,0,Yes,Yes,18,Yes,No,Fiber optic,No,Yes,No internet service,No,No internet service,No,One year,No,Mailed check,31.21,561.78,mid,1,1,31.209999999999997
Female,0,No,No,31,Yes,Yes,DSL,No internet service,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),83.14,2577.34,mid,4,1,83.14
Female,0,Yes,No,6,Yes,No phone service,No,No,No,Yes,No,No internet service,No internet service,One year,No,Bank transfer (automatic),53.18,319.08,new,1,0,53.18
Male,0,Yes,No,59,Yes,No,No,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),31.89,1881.51,loyal,2,0,31.89
Female,0,Yes,No,38,Yes,Yes,No,No,No internet service,Yes,No,No,No internet service,One year,Yes,Electronic check,43.17,1640.46,loyal,1,0,43.17
Male,0,Yes,No,44,Yes,Yes,No,No,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,97.24,4278.56,loyal,2,0,97.24000000000001
Female,0,Yes,No,28,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),30.72,860.16,mid,5,1,30.72
Male,0,Yes,No,31,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,No,One year,Yes,Electronic check,111.11,3444.41,mid,1,1,111.11
Female,0,No,Yes,51,Yes,No,DSL,No,Yes,Yes,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),26.71,1362.21,loyal,3,1,26.71
Female,0,No,Yes,40,No,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Mailed check,107.62,4304.8,loyal,3,1,107.62
Female,0,Yes,No,9,Yes,No,DSL,Yes,No internet service,No,Yes,No,Yes,One year,Yes,Electronic check,91.16,820.44,new,3,1,91.16000000000001
Female,0,No,No,31,Yes,No phone service,Fiber optic,Yes,No,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),40.4,1252.4,mid,2,1,40.400000000000006
Female,0,No,No,23,No,No,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Two year,Yes,Mailed check,40.53,932.19,mid,3,1,40.53
Female,0,No,Yes,10,Yes,No,DSL,No,No internet service,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),72.69,726.9,new,3,1,72.69
Male,0,Yes,Yes,64,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,98.64,6312.96,loyal,1,1,98.64
Male,0,Yes,No,14,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,No,No internet service,Two year,Yes,Mailed check,98.98,1385.72,mid,1,1,98.98
Male,0,No,Yes,7,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,No,Month-to-month,No,Electronic check,99.84,698.88,new,1,1,99.84
Male,0,Yes,Yes,19,Yes,No phone service,DSL,No,No,No,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),76.46,1452.74,mid,2,1,76.46
Male,0,No,No,44,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,70.06,3082.64,loyal,3,1,70.06
Male,0,Yes,Yes,59,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),87.4,5156.6,loyal,2,1,87.4
Female,0,No,No,38,Yes,No,Fiber optic,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,47.28,1796.64,loyal,1,1,47.28
Male,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No internet service,One year,No,Credit card (automatic),102.05,6837.35,loyal,3,1,102.05000000000001
Female,0,Yes,No,52,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,92.61,4815.72,loyal,2,1,92.61
Female,1,No,No,52,Yes,No,DSL,No internet service,No internet service,No internet service,No,No,No,Month-to-month,No,Credit card (automatic),76.82,3994.64,loyal,0,1,76.82
Male,0,Yes,No,67,Yes,No,DSL,No,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.34,1965.78,loyal,1,1,29.34
Male,0,No,No,13,Yes,Yes,DSL,No internet service,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,103.7,1348.1,mid,3,1,103.69999999999999
Female,0,Yes,No,34,Yes,No phone service,Fiber optic,No internet service,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,85.27,2899.18,mid,3,1,85.27
Male,1,Yes,No,33,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No,No,Two year,Yes,Mailed check,43.19,1425.27,mid,2,1,43.19
Male,0,No,No,22,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,23.38,514.36,mid,3,1,23.38
Male,0,No,No,51,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),81.88,4175.88,loyal,4,1,81.88
Male,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No internet service,Two year,Yes,Electronic check,51.94,259.7,new,1,1,51.94
Female,0,No,No,33,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),95.15,3139.95,mid,2,1,95.14999999999999
Male,0,Yes,No,35,Yes,No,Fiber optic,No,No,Yes,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,96.44,3375.4,mid,1,1,96.44
Male,0,Yes,Yes,15,Yes,Yes,DSL,Yes,No,No internet service,Yes,Yes,Yes,Two year,Yes,Mailed check,83.64,1254.6,mid,4,1,83.64
Male,0,Yes,No,72,No,No,No,No internet service,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),94.16,6779.52,loyal,2,0,94.16000000000001
Male,0,No,No,70,Yes,No,No,Yes,No internet service,No internet service,No,No,Yes,Month-to-month,No,Electronic check,46.48,3253.6,loyal,2,0,46.48
Male,0,No,Yes,46,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,117.09,5386.14,loyal,3,1,117.09
Female,1,Yes,No,36,Yes,No phone service,No,No internet service,Yes,No,No internet service,No,No,Month-to-month,Yes,Mailed check,65.97,2374.92,mid,1,0,65.97
Male,0,No,No,26,Yes,No phone service,No,No internet service,No,No,No internet service,No,No,One year,No,Electronic check,91.05,2367.3,mid,0,0,91.05000000000001
Female,0,Yes,No,2,Yes,No,DSL,No internet service,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,84.8,169.6,new,3,1,84.8
Female,0,Yes,Yes,29,No,No,DSL,No internet service,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),105.78,3067.62,mid,2,1,105.78
Female,0,Yes,No,39,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No internet service,One year,Yes,Electronic check,43.51,1696.89,loyal,2,1,43.510000000000005
Male,0,No,No,7,Yes,Yes,Fiber optic,No internet service,No,No,No,No,No,Two year,Yes,Mailed check,85.8,600.6,new,0,1,85.8
Male,0,Yes,No,69,Yes,No,Fiber optic,No internet service,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.62,4182.78,loyal,1,1,60.62
Male,0,No,Yes,67,Yes,No,Fiber optic,No,No,Yes,No internet service,No,No,One year,No,Electronic check,103.53,6936.51,loyal,1,1,103.53
Female,0,No,Yes,39,Yes,Yes,Fiber optic,No internet service,No,No,No,No,No,One year,No,Mailed check,68.38,2666.82,loyal,0,1,68.38000000000001
Male,0,Yes,No,0,Yes,No,No,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,60.86,0.0,new,3,0,0.0
Male,0,No,Yes,12,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),94.33,1131.96,new,2,1,94.33
Female,1,No,No,52,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),92.23,4795.96,loyal,4,1,92.23
Female,1,No,No,68,Yes,No,Fiber optic,No,Yes,No,No,No internet service,Yes,One year,Yes,Mailed check,65.89,4480.52,loyal,2,1,65.89
Male,0,No,No,24,No,No phone service,No,No internet service,No,No internet service,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),69.92,1678.08,mid,0,0,69.92
Male,0,Yes,No,12,Yes,Yes,No,No,Yes,No,No,Yes,No,One year,No,Electronic check,37.14,445.68,new,2,0,37.14
Male,0,No,No,56,No,No,DSL,No,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),21.83,1222.48,loyal,3,1,21.830000000000002
Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No internet service,One year,Yes,Electronic check,29.8,1817.8,loyal,3,1,29.8
Female,0,Yes,No,0,Yes,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.36,0.0,new,1,1,0.0
Male,1,Yes,Yes,5,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,88.98,444.9,new,3,1,88.97999999999999
Male,0,No,No,55,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,112.4,6182.0,loyal,2,1,112.4
Male,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),59.92,1198.4,mid,3,1,59.92
Female,1,Yes,No,44,Yes,No,Fiber optic,Yes,No,No,No,No,No internet service,Month-to-month,No,Mailed check,119.33,5250.52,loyal,1,1,119.33000000000001
Female,0,No,Yes,68,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No,No,Month-to-month,Yes,Mailed check,74.86,5090.48,loyal,0,1,74.86
Female,0,No,Yes,5,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),41.46,207.3,new,3,1,41.46
Male,0,Yes,No,16,Yes,No phone service,No,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.06,400.96,mid,1,0,25.06
Male,0,Yes,No,37,Yes,No,Fiber optic,Yes,No,Yes,No,No,No internet service,Two year,No,Mailed check,86.59,3203.83,loyal,2,1,86.59
Female,0,No,Yes,13,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,No,One year,Yes,Electronic check,105.34,1369.42,mid,0,1,105.34
Male,0,Yes,No,49,Yes,No,DSL,No,No,No internet service,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),36.88,1807.12,loyal,0,1,36.879999999999995
Female,1,No,No,31,Yes,No,DSL,Yes,Yes,No internet service,Yes,No,Yes,One year,Yes,Electronic check,25.75,798.25,mid,4,1,25.75
Male,0,Yes,No,64,Yes,No,DSL,Yes,Yes,No,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),61.27,3921.28,loyal,4,1,61.27
Male,0,Yes,No,55,Yes,No,Fiber optic,No,No,No,No,Yes,No internet service,Two year,No,Credit card (automatic),47.37,2605.35,loyal,1,1,47.37
Female,0,No,No,72,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,Yes,No internet service,One year,No,Credit card (automatic),64.19,4621.68,loyal,2,1,64.19
Male,0,Yes,No,20,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,89.59,1791.8,mid,1,1,89.59
Female,0,Yes,No,33,Yes,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,74.85,2470.05,mid,2,1,74.85000000000001
Male,0,No,No,17,Yes,No,No,No,No internet service,Yes,No,No,No,One year,Yes,Electronic check,94.69,1609.73,mid,1,0,94.69
Female,0,No,No,21,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Mailed check,84.49,1774.29,mid,2,1,84.49
Female,0,Yes,No,38,No,No phone service,DSL,No,No,No,No,No internet service,Yes,One year,Yes,Electronic check,100.5,3819.0,loyal,1,1,100.5
Female,0,Yes,No,11,Yes,No,Fiber optic,No,Yes,No,No,No internet service,No,One year,No,Credit card (automatic),36.02,396.22,new,1,1,36.02
Female,0,No,No,23,No,Yes,DSL,No,Yes,Yes,No,Yes,No internet service,One year,No,Electronic check,34.7,798.1,mid,3,1,34.7
Female,0,Yes,No,21,Yes,No,No,No,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,113.31,2379.51,mid,3,0,113.31000000000002
Female,0,No,No,12,Yes,No,No,Yes,Yes,Yes,No,No internet service,No internet service,One year,No,Electronic check,27.37,328.44,new,3,0,27.37
Female,1,Yes,No,5,Yes,No,No,No,No internet service,Yes,No,No,No,One year,No,Bank transfer (automatic),109.87,549.35,new,1,0,109.87
Male,0,Yes,Yes,20,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,No,No internet service,Two year,Yes,Mailed check,108.82,2176.4,mid,1,1,108.82000000000001
Female,0,Yes,No,17,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,81.55,1386.35,mid,2,1,81.55
Female,0,Yes,No,5,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,26.1,130.5,new,3,1,26.1
Male,0,Yes,Yes,2,No,No,No,No,Yes,No,No,Yes,No,Two year,No,Electronic check,75.32,150.64,new,2,0,75.32
Male,1,Yes,Yes,13,No,Yes,DSL,No,No,No,No,Yes,Yes,Two year,No,Mailed check,118.28,1537.64,mid,2,1,118.28
Male,1,Yes,Yes,24,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,24.68,592.32,mid,4,1,24.680000000000003
Male,0,Yes,No,40,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,63.58,2543.2,loyal,5,1,63.58
Female,0,Yes,No,17,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,No,One year,Yes,Electronic check,59.44,1010.48,mid,2,1,59.44
Male,1,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,73.5,5292.0,loyal,4,1,73.5
Female,1,No,No,57,Yes,No,DSL,No,No,No,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),107.45,6124.65,loyal,0,1,107.44999999999999
Female,0,No,No,19,Yes,No,DSL,No,Yes,No internet service,No,No internet service,No internet service,One year,No,Electronic check,68.03,1292.57,mid,1,1,68.03
Male,1,Yes,No,11,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,75.89,834.79,new,3,1,75.89
Male,0,Yes,No,15,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),103.55,1553.25,mid,1,1,103.55
Male,0,No,Yes,68,Yes,Yes,Fiber optic,No,No,No,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),77.96,5301.28,loyal,0,1,77.96
Female,0,Yes,No,51,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,21.28,1085.28,loyal,3,1,21.28
Female,0,No,No,52,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No,Two year,No,Credit card (automatic),44.95,2337.4,loyal,1,1,44.95
Female,0,Yes,No,13,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),100.66,1308.58,mid,2,1,100.66
Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),42.32,550.16,mid,2,1,42.32
Female,0,Yes,No,49,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,37.53,1838.97,loyal,2,1,37.53
Female,0,No,No,2,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),81.79,163.58,new,1,1,81.79
Female,1,Yes,Yes,12,Yes,No,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),40.07,480.84,new,0,1,40.07
Female,0,Yes,No,17,Yes,No,DSL,No internet service,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),24.93,423.81,mid,1,1,24.93
Male,0,Yes,Yes,43,Yes,No,Fiber optic,No,No,Yes,No,No internet service,No internet service,One year,No,Electronic check,24.63,1059.09,loyal,1,1,24.63
Female,0,No,No,23,Yes,No,DSL,No,No internet service,No internet service,Yes,No,No,Month-to-month,No,Mailed check,66.94,1539.62,mid,1,1,66.94
Female,1,No,Yes,15,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,Yes,No,Month-to-month,No,Mailed check,116.71,1750.65,mid,1,1,116.71000000000001
Female,1,No,Yes,33,Yes,Yes,No,Yes,No,No,No,No internet service,No,One year,Yes,Bank transfer (automatic),98.4,3247.2,mid,1,0,98.39999999999999
Female,1,Yes,Yes,62,Yes,No,Fiber optic,No,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.04,1366.48,loyal,1,1,22.04
Male,1,Yes,No,72,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,83.21,5991.12,loyal,2,1,83.21
Female,0,No,No,55,No,Yes,No,No internet service,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,89.01,4895.55,loyal,2,0,89.01
Female,0,Yes,Yes,26,Yes,No,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,21.89,569.14,mid,1,1,21.89
Male,0,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),112.85,451.4,new,4,1,112.85
Female,0,No,No,50,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,88.27,4413.5,loyal,1,1,88.27
